ID,Dataset,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion
5964,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,5%,90%,110%
5965,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,5%,100%,90%
5966,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,5%,100%,100%
5967,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,5%,100%,110%
5968,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,5%,110%,90%
5969,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,5%,110%,100%
5970,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,5%,110%,110%
5971,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,10%,90%,90%
5972,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,10%,90%,100%
5973,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,10%,90%,110%
5974,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,10%,100%,90%
5975,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,10%,100%,100%
5976,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,10%,100%,110%
5977,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,10%,110%,90%
5978,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,10%,110%,100%
5979,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,10%,110%,110%
5980,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,15%,90%,90%
5981,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,15%,90%,100%
5982,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,15%,90%,110%
5983,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,15%,100%,90%
5984,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,15%,100%,100%
5985,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,15%,100%,110%
5986,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,15%,110%,90%
5987,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,15%,110%,100%
5988,powder,YOLOv8 Nano + Sam,True,True,6,Distance Max,15%,110%,110%
5989,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,0%,90%,90%
5990,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,0%,90%,100%
5991,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,0%,90%,110%
5992,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,0%,100%,90%
5993,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,0%,100%,100%
5994,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,0%,100%,110%
5995,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,0%,110%,90%
5996,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,0%,110%,100%
5997,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,0%,110%,110%
5998,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,5%,90%,90%
5999,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,5%,90%,100%
6000,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,5%,90%,110%
6001,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,5%,100%,90%
6002,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,5%,100%,100%
6003,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,5%,100%,110%
6004,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,5%,110%,90%
6005,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,5%,110%,100%
6006,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,5%,110%,110%
6007,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,10%,90%,90%
6008,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,10%,90%,100%
6009,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,10%,90%,110%
6010,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,10%,100%,90%
6011,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,10%,100%,100%
6012,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,10%,100%,110%
6013,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,10%,110%,90%
6014,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,10%,110%,100%
6015,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,10%,110%,110%
6016,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,15%,90%,90%
6017,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,15%,90%,100%
6018,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,15%,90%,110%
6019,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,15%,100%,90%
6020,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,15%,100%,100%
6021,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,15%,100%,110%
6022,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,15%,110%,90%
6023,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,15%,110%,100%
6024,powder,YOLOv8 Nano + Sam,True,True,6,Voronoi,15%,110%,110%
6025,powder,YOLOv8 Nano + Sam,True,True,7,Random,0%,90%,90%
6026,powder,YOLOv8 Nano + Sam,True,True,7,Random,0%,90%,100%
6027,powder,YOLOv8 Nano + Sam,True,True,7,Random,0%,90%,110%
6028,powder,YOLOv8 Nano + Sam,True,True,7,Random,0%,100%,90%
6029,powder,YOLOv8 Nano + Sam,True,True,7,Random,0%,100%,100%
6030,powder,YOLOv8 Nano + Sam,True,True,7,Random,0%,100%,110%
6031,powder,YOLOv8 Nano + Sam,True,True,7,Random,0%,110%,90%
6032,powder,YOLOv8 Nano + Sam,True,True,7,Random,0%,110%,100%
6033,powder,YOLOv8 Nano + Sam,True,True,7,Random,0%,110%,110%
6034,powder,YOLOv8 Nano + Sam,True,True,7,Random,5%,90%,90%
6035,powder,YOLOv8 Nano + Sam,True,True,7,Random,5%,90%,100%
6036,powder,YOLOv8 Nano + Sam,True,True,7,Random,5%,90%,110%
6037,powder,YOLOv8 Nano + Sam,True,True,7,Random,5%,100%,90%
6038,powder,YOLOv8 Nano + Sam,True,True,7,Random,5%,100%,100%
6039,powder,YOLOv8 Nano + Sam,True,True,7,Random,5%,100%,110%
6040,powder,YOLOv8 Nano + Sam,True,True,7,Random,5%,110%,90%
6041,powder,YOLOv8 Nano + Sam,True,True,7,Random,5%,110%,100%
6042,powder,YOLOv8 Nano + Sam,True,True,7,Random,5%,110%,110%
6043,powder,YOLOv8 Nano + Sam,True,True,7,Random,10%,90%,90%
6044,powder,YOLOv8 Nano + Sam,True,True,7,Random,10%,90%,100%
6045,powder,YOLOv8 Nano + Sam,True,True,7,Random,10%,90%,110%
6046,powder,YOLOv8 Nano + Sam,True,True,7,Random,10%,100%,90%
6047,powder,YOLOv8 Nano + Sam,True,True,7,Random,10%,100%,100%
6048,powder,YOLOv8 Nano + Sam,True,True,7,Random,10%,100%,110%
6049,powder,YOLOv8 Nano + Sam,True,True,7,Random,10%,110%,90%
6050,powder,YOLOv8 Nano + Sam,True,True,7,Random,10%,110%,100%
6051,powder,YOLOv8 Nano + Sam,True,True,7,Random,10%,110%,110%
6052,powder,YOLOv8 Nano + Sam,True,True,7,Random,15%,90%,90%
6053,powder,YOLOv8 Nano + Sam,True,True,7,Random,15%,90%,100%
6054,powder,YOLOv8 Nano + Sam,True,True,7,Random,15%,90%,110%
6055,powder,YOLOv8 Nano + Sam,True,True,7,Random,15%,100%,90%
6056,powder,YOLOv8 Nano + Sam,True,True,7,Random,15%,100%,100%
6057,powder,YOLOv8 Nano + Sam,True,True,7,Random,15%,100%,110%
6058,powder,YOLOv8 Nano + Sam,True,True,7,Random,15%,110%,90%
6059,powder,YOLOv8 Nano + Sam,True,True,7,Random,15%,110%,100%
6060,powder,YOLOv8 Nano + Sam,True,True,7,Random,15%,110%,110%
6061,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,0%,90%,90%
6062,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,0%,90%,100%
6063,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,0%,90%,110%
6064,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,0%,100%,90%
6065,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,0%,100%,100%
6066,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,0%,100%,110%
6067,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,0%,110%,90%
6068,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,0%,110%,100%
6069,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,0%,110%,110%
6070,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,5%,90%,90%
6071,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,5%,90%,100%
6072,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,5%,90%,110%
6073,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,5%,100%,90%
6074,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,5%,100%,100%
6075,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,5%,100%,110%
6076,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,5%,110%,90%
6077,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,5%,110%,100%
6078,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,5%,110%,110%
6079,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,10%,90%,90%
6080,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,10%,90%,100%
6081,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,10%,90%,110%
6082,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,10%,100%,90%
6083,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,10%,100%,100%
6084,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,10%,100%,110%
6085,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,10%,110%,90%
6086,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,10%,110%,100%
6087,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,10%,110%,110%
6088,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,15%,90%,90%
6089,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,15%,90%,100%
6090,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,15%,90%,110%
6091,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,15%,100%,90%
6092,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,15%,100%,100%
6093,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,15%,100%,110%
6094,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,15%,110%,90%
6095,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,15%,110%,100%
6096,powder,YOLOv8 Nano + Sam,True,True,7,Distance Max,15%,110%,110%
6097,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,0%,90%,90%
6098,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,0%,90%,100%
6099,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,0%,90%,110%
6100,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,0%,100%,90%
6101,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,0%,100%,100%
6102,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,0%,100%,110%
6103,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,0%,110%,90%
6104,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,0%,110%,100%
6105,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,0%,110%,110%
6106,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,5%,90%,90%
6107,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,5%,90%,100%
6108,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,5%,90%,110%
6109,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,5%,100%,90%
6110,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,5%,100%,100%
6111,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,5%,100%,110%
6112,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,5%,110%,90%
6113,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,5%,110%,100%
6114,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,5%,110%,110%
6115,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,10%,90%,90%
6116,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,10%,90%,100%
6117,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,10%,90%,110%
6118,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,10%,100%,90%
6119,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,10%,100%,100%
6120,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,10%,100%,110%
6121,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,10%,110%,90%
6122,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,10%,110%,100%
6123,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,10%,110%,110%
6124,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,15%,90%,90%
6125,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,15%,90%,100%
6126,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,15%,90%,110%
6127,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,15%,100%,90%
6128,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,15%,100%,100%
6129,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,15%,100%,110%
6130,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,15%,110%,90%
6131,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,15%,110%,100%
6132,powder,YOLOv8 Nano + Sam,True,True,7,Voronoi,15%,110%,110%
6133,powder,YOLOv8 Nano + Sam,True,False,1,Random,0%,90%,N/A
6134,powder,YOLOv8 Nano + Sam,True,False,1,Random,0%,100%,N/A
6135,powder,YOLOv8 Nano + Sam,True,False,1,Random,0%,110%,N/A
6136,powder,YOLOv8 Nano + Sam,True,False,1,Random,5%,90%,N/A
6137,powder,YOLOv8 Nano + Sam,True,False,1,Random,5%,100%,N/A
6138,powder,YOLOv8 Nano + Sam,True,False,1,Random,5%,110%,N/A
6139,powder,YOLOv8 Nano + Sam,True,False,1,Random,10%,90%,N/A
6140,powder,YOLOv8 Nano + Sam,True,False,1,Random,10%,100%,N/A
6141,powder,YOLOv8 Nano + Sam,True,False,1,Random,10%,110%,N/A
6142,powder,YOLOv8 Nano + Sam,True,False,1,Random,15%,90%,N/A
6143,powder,YOLOv8 Nano + Sam,True,False,1,Random,15%,100%,N/A
6144,powder,YOLOv8 Nano + Sam,True,False,1,Random,15%,110%,N/A
6145,powder,YOLOv8 Nano + Sam,True,False,1,Distance Max,0%,90%,N/A
6146,powder,YOLOv8 Nano + Sam,True,False,1,Distance Max,0%,100%,N/A
6147,powder,YOLOv8 Nano + Sam,True,False,1,Distance Max,0%,110%,N/A
6148,powder,YOLOv8 Nano + Sam,True,False,1,Distance Max,5%,90%,N/A
6149,powder,YOLOv8 Nano + Sam,True,False,1,Distance Max,5%,100%,N/A
6150,powder,YOLOv8 Nano + Sam,True,False,1,Distance Max,5%,110%,N/A
6151,powder,YOLOv8 Nano + Sam,True,False,1,Distance Max,10%,90%,N/A
6152,powder,YOLOv8 Nano + Sam,True,False,1,Distance Max,10%,100%,N/A
6153,powder,YOLOv8 Nano + Sam,True,False,1,Distance Max,10%,110%,N/A
6154,powder,YOLOv8 Nano + Sam,True,False,1,Distance Max,15%,90%,N/A
6155,powder,YOLOv8 Nano + Sam,True,False,1,Distance Max,15%,100%,N/A
6156,powder,YOLOv8 Nano + Sam,True,False,1,Distance Max,15%,110%,N/A
6157,powder,YOLOv8 Nano + Sam,True,False,1,Voronoi,0%,90%,N/A
6158,powder,YOLOv8 Nano + Sam,True,False,1,Voronoi,0%,100%,N/A
6159,powder,YOLOv8 Nano + Sam,True,False,1,Voronoi,0%,110%,N/A
6160,powder,YOLOv8 Nano + Sam,True,False,1,Voronoi,5%,90%,N/A
6161,powder,YOLOv8 Nano + Sam,True,False,1,Voronoi,5%,100%,N/A
6162,powder,YOLOv8 Nano + Sam,True,False,1,Voronoi,5%,110%,N/A
6163,powder,YOLOv8 Nano + Sam,True,False,1,Voronoi,10%,90%,N/A
6164,powder,YOLOv8 Nano + Sam,True,False,1,Voronoi,10%,100%,N/A
6165,powder,YOLOv8 Nano + Sam,True,False,1,Voronoi,10%,110%,N/A
6166,powder,YOLOv8 Nano + Sam,True,False,1,Voronoi,15%,90%,N/A
6167,powder,YOLOv8 Nano + Sam,True,False,1,Voronoi,15%,100%,N/A
6168,powder,YOLOv8 Nano + Sam,True,False,1,Voronoi,15%,110%,N/A
6169,powder,YOLOv8 Nano + Sam,True,False,2,Random,0%,90%,N/A
6170,powder,YOLOv8 Nano + Sam,True,False,2,Random,0%,100%,N/A
6171,powder,YOLOv8 Nano + Sam,True,False,2,Random,0%,110%,N/A
6172,powder,YOLOv8 Nano + Sam,True,False,2,Random,5%,90%,N/A
6173,powder,YOLOv8 Nano + Sam,True,False,2,Random,5%,100%,N/A
6174,powder,YOLOv8 Nano + Sam,True,False,2,Random,5%,110%,N/A
6175,powder,YOLOv8 Nano + Sam,True,False,2,Random,10%,90%,N/A
6176,powder,YOLOv8 Nano + Sam,True,False,2,Random,10%,100%,N/A
6177,powder,YOLOv8 Nano + Sam,True,False,2,Random,10%,110%,N/A
6178,powder,YOLOv8 Nano + Sam,True,False,2,Random,15%,90%,N/A
6179,powder,YOLOv8 Nano + Sam,True,False,2,Random,15%,100%,N/A
6180,powder,YOLOv8 Nano + Sam,True,False,2,Random,15%,110%,N/A
6181,powder,YOLOv8 Nano + Sam,True,False,2,Distance Max,0%,90%,N/A
6182,powder,YOLOv8 Nano + Sam,True,False,2,Distance Max,0%,100%,N/A
6183,powder,YOLOv8 Nano + Sam,True,False,2,Distance Max,0%,110%,N/A
6184,powder,YOLOv8 Nano + Sam,True,False,2,Distance Max,5%,90%,N/A
6185,powder,YOLOv8 Nano + Sam,True,False,2,Distance Max,5%,100%,N/A
6186,powder,YOLOv8 Nano + Sam,True,False,2,Distance Max,5%,110%,N/A
6187,powder,YOLOv8 Nano + Sam,True,False,2,Distance Max,10%,90%,N/A
6188,powder,YOLOv8 Nano + Sam,True,False,2,Distance Max,10%,100%,N/A
6189,powder,YOLOv8 Nano + Sam,True,False,2,Distance Max,10%,110%,N/A
6190,powder,YOLOv8 Nano + Sam,True,False,2,Distance Max,15%,90%,N/A
6191,powder,YOLOv8 Nano + Sam,True,False,2,Distance Max,15%,100%,N/A
6192,powder,YOLOv8 Nano + Sam,True,False,2,Distance Max,15%,110%,N/A
6193,powder,YOLOv8 Nano + Sam,True,False,2,Voronoi,0%,90%,N/A
6194,powder,YOLOv8 Nano + Sam,True,False,2,Voronoi,0%,100%,N/A
6195,powder,YOLOv8 Nano + Sam,True,False,2,Voronoi,0%,110%,N/A
6196,powder,YOLOv8 Nano + Sam,True,False,2,Voronoi,5%,90%,N/A
6197,powder,YOLOv8 Nano + Sam,True,False,2,Voronoi,5%,100%,N/A
6198,powder,YOLOv8 Nano + Sam,True,False,2,Voronoi,5%,110%,N/A
6199,powder,YOLOv8 Nano + Sam,True,False,2,Voronoi,10%,90%,N/A
6200,powder,YOLOv8 Nano + Sam,True,False,2,Voronoi,10%,100%,N/A
6201,powder,YOLOv8 Nano + Sam,True,False,2,Voronoi,10%,110%,N/A
6202,powder,YOLOv8 Nano + Sam,True,False,2,Voronoi,15%,90%,N/A
6203,powder,YOLOv8 Nano + Sam,True,False,2,Voronoi,15%,100%,N/A
6204,powder,YOLOv8 Nano + Sam,True,False,2,Voronoi,15%,110%,N/A
6205,powder,YOLOv8 Nano + Sam,True,False,3,Random,0%,90%,N/A
6206,powder,YOLOv8 Nano + Sam,True,False,3,Random,0%,100%,N/A
6207,powder,YOLOv8 Nano + Sam,True,False,3,Random,0%,110%,N/A
6208,powder,YOLOv8 Nano + Sam,True,False,3,Random,5%,90%,N/A
6209,powder,YOLOv8 Nano + Sam,True,False,3,Random,5%,100%,N/A
6210,powder,YOLOv8 Nano + Sam,True,False,3,Random,5%,110%,N/A
6211,powder,YOLOv8 Nano + Sam,True,False,3,Random,10%,90%,N/A
6212,powder,YOLOv8 Nano + Sam,True,False,3,Random,10%,100%,N/A
6213,powder,YOLOv8 Nano + Sam,True,False,3,Random,10%,110%,N/A
6214,powder,YOLOv8 Nano + Sam,True,False,3,Random,15%,90%,N/A
6215,powder,YOLOv8 Nano + Sam,True,False,3,Random,15%,100%,N/A
6216,powder,YOLOv8 Nano + Sam,True,False,3,Random,15%,110%,N/A
6217,powder,YOLOv8 Nano + Sam,True,False,3,Distance Max,0%,90%,N/A
6218,powder,YOLOv8 Nano + Sam,True,False,3,Distance Max,0%,100%,N/A
6219,powder,YOLOv8 Nano + Sam,True,False,3,Distance Max,0%,110%,N/A
6220,powder,YOLOv8 Nano + Sam,True,False,3,Distance Max,5%,90%,N/A
6221,powder,YOLOv8 Nano + Sam,True,False,3,Distance Max,5%,100%,N/A
6222,powder,YOLOv8 Nano + Sam,True,False,3,Distance Max,5%,110%,N/A
6223,powder,YOLOv8 Nano + Sam,True,False,3,Distance Max,10%,90%,N/A
6224,powder,YOLOv8 Nano + Sam,True,False,3,Distance Max,10%,100%,N/A
6225,powder,YOLOv8 Nano + Sam,True,False,3,Distance Max,10%,110%,N/A
6226,powder,YOLOv8 Nano + Sam,True,False,3,Distance Max,15%,90%,N/A
6227,powder,YOLOv8 Nano + Sam,True,False,3,Distance Max,15%,100%,N/A
6228,powder,YOLOv8 Nano + Sam,True,False,3,Distance Max,15%,110%,N/A
6229,powder,YOLOv8 Nano + Sam,True,False,3,Voronoi,0%,90%,N/A
6230,powder,YOLOv8 Nano + Sam,True,False,3,Voronoi,0%,100%,N/A
6231,powder,YOLOv8 Nano + Sam,True,False,3,Voronoi,0%,110%,N/A
6232,powder,YOLOv8 Nano + Sam,True,False,3,Voronoi,5%,90%,N/A
6233,powder,YOLOv8 Nano + Sam,True,False,3,Voronoi,5%,100%,N/A
6234,powder,YOLOv8 Nano + Sam,True,False,3,Voronoi,5%,110%,N/A
6235,powder,YOLOv8 Nano + Sam,True,False,3,Voronoi,10%,90%,N/A
6236,powder,YOLOv8 Nano + Sam,True,False,3,Voronoi,10%,100%,N/A
6237,powder,YOLOv8 Nano + Sam,True,False,3,Voronoi,10%,110%,N/A
6238,powder,YOLOv8 Nano + Sam,True,False,3,Voronoi,15%,90%,N/A
6239,powder,YOLOv8 Nano + Sam,True,False,3,Voronoi,15%,100%,N/A
6240,powder,YOLOv8 Nano + Sam,True,False,3,Voronoi,15%,110%,N/A
6241,powder,YOLOv8 Nano + Sam,True,False,4,Random,0%,90%,N/A
6242,powder,YOLOv8 Nano + Sam,True,False,4,Random,0%,100%,N/A
6243,powder,YOLOv8 Nano + Sam,True,False,4,Random,0%,110%,N/A
6244,powder,YOLOv8 Nano + Sam,True,False,4,Random,5%,90%,N/A
6245,powder,YOLOv8 Nano + Sam,True,False,4,Random,5%,100%,N/A
6246,powder,YOLOv8 Nano + Sam,True,False,4,Random,5%,110%,N/A
6247,powder,YOLOv8 Nano + Sam,True,False,4,Random,10%,90%,N/A
6248,powder,YOLOv8 Nano + Sam,True,False,4,Random,10%,100%,N/A
6249,powder,YOLOv8 Nano + Sam,True,False,4,Random,10%,110%,N/A
6250,powder,YOLOv8 Nano + Sam,True,False,4,Random,15%,90%,N/A
6251,powder,YOLOv8 Nano + Sam,True,False,4,Random,15%,100%,N/A
6252,powder,YOLOv8 Nano + Sam,True,False,4,Random,15%,110%,N/A
6253,powder,YOLOv8 Nano + Sam,True,False,4,Distance Max,0%,90%,N/A
6254,powder,YOLOv8 Nano + Sam,True,False,4,Distance Max,0%,100%,N/A
6255,powder,YOLOv8 Nano + Sam,True,False,4,Distance Max,0%,110%,N/A
6256,powder,YOLOv8 Nano + Sam,True,False,4,Distance Max,5%,90%,N/A
6257,powder,YOLOv8 Nano + Sam,True,False,4,Distance Max,5%,100%,N/A
6258,powder,YOLOv8 Nano + Sam,True,False,4,Distance Max,5%,110%,N/A
6259,powder,YOLOv8 Nano + Sam,True,False,4,Distance Max,10%,90%,N/A
6260,powder,YOLOv8 Nano + Sam,True,False,4,Distance Max,10%,100%,N/A
6261,powder,YOLOv8 Nano + Sam,True,False,4,Distance Max,10%,110%,N/A
6262,powder,YOLOv8 Nano + Sam,True,False,4,Distance Max,15%,90%,N/A
6263,powder,YOLOv8 Nano + Sam,True,False,4,Distance Max,15%,100%,N/A
6264,powder,YOLOv8 Nano + Sam,True,False,4,Distance Max,15%,110%,N/A
6265,powder,YOLOv8 Nano + Sam,True,False,4,Voronoi,0%,90%,N/A
6266,powder,YOLOv8 Nano + Sam,True,False,4,Voronoi,0%,100%,N/A
6267,powder,YOLOv8 Nano + Sam,True,False,4,Voronoi,0%,110%,N/A
6268,powder,YOLOv8 Nano + Sam,True,False,4,Voronoi,5%,90%,N/A
6269,powder,YOLOv8 Nano + Sam,True,False,4,Voronoi,5%,100%,N/A
6270,powder,YOLOv8 Nano + Sam,True,False,4,Voronoi,5%,110%,N/A
6271,powder,YOLOv8 Nano + Sam,True,False,4,Voronoi,10%,90%,N/A
6272,powder,YOLOv8 Nano + Sam,True,False,4,Voronoi,10%,100%,N/A
6273,powder,YOLOv8 Nano + Sam,True,False,4,Voronoi,10%,110%,N/A
6274,powder,YOLOv8 Nano + Sam,True,False,4,Voronoi,15%,90%,N/A
6275,powder,YOLOv8 Nano + Sam,True,False,4,Voronoi,15%,100%,N/A
6276,powder,YOLOv8 Nano + Sam,True,False,4,Voronoi,15%,110%,N/A
6277,powder,YOLOv8 Nano + Sam,True,False,5,Random,0%,90%,N/A
6278,powder,YOLOv8 Nano + Sam,True,False,5,Random,0%,100%,N/A
6279,powder,YOLOv8 Nano + Sam,True,False,5,Random,0%,110%,N/A
6280,powder,YOLOv8 Nano + Sam,True,False,5,Random,5%,90%,N/A
6281,powder,YOLOv8 Nano + Sam,True,False,5,Random,5%,100%,N/A
6282,powder,YOLOv8 Nano + Sam,True,False,5,Random,5%,110%,N/A
6283,powder,YOLOv8 Nano + Sam,True,False,5,Random,10%,90%,N/A
6284,powder,YOLOv8 Nano + Sam,True,False,5,Random,10%,100%,N/A
6285,powder,YOLOv8 Nano + Sam,True,False,5,Random,10%,110%,N/A
6286,powder,YOLOv8 Nano + Sam,True,False,5,Random,15%,90%,N/A
6287,powder,YOLOv8 Nano + Sam,True,False,5,Random,15%,100%,N/A
6288,powder,YOLOv8 Nano + Sam,True,False,5,Random,15%,110%,N/A
6289,powder,YOLOv8 Nano + Sam,True,False,5,Distance Max,0%,90%,N/A
6290,powder,YOLOv8 Nano + Sam,True,False,5,Distance Max,0%,100%,N/A
6291,powder,YOLOv8 Nano + Sam,True,False,5,Distance Max,0%,110%,N/A
6292,powder,YOLOv8 Nano + Sam,True,False,5,Distance Max,5%,90%,N/A
6293,powder,YOLOv8 Nano + Sam,True,False,5,Distance Max,5%,100%,N/A
6294,powder,YOLOv8 Nano + Sam,True,False,5,Distance Max,5%,110%,N/A
6295,powder,YOLOv8 Nano + Sam,True,False,5,Distance Max,10%,90%,N/A
6296,powder,YOLOv8 Nano + Sam,True,False,5,Distance Max,10%,100%,N/A
6297,powder,YOLOv8 Nano + Sam,True,False,5,Distance Max,10%,110%,N/A
