ID,Dataset,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion
15144,fruit,Mask2Former,True,True,4,Random,15%,110%,110%
15145,fruit,Mask2Former,True,True,4,Distance Max,0%,90%,90%
15146,fruit,Mask2Former,True,True,4,Distance Max,0%,90%,100%
15147,fruit,Mask2Former,True,True,4,Distance Max,0%,90%,110%
15148,fruit,Mask2Former,True,True,4,Distance Max,0%,100%,90%
15149,fruit,Mask2Former,True,True,4,Distance Max,0%,100%,100%
15150,fruit,Mask2Former,True,True,4,Distance Max,0%,100%,110%
15151,fruit,Mask2Former,True,True,4,Distance Max,0%,110%,90%
15152,fruit,Mask2Former,True,True,4,Distance Max,0%,110%,100%
15153,fruit,Mask2Former,True,True,4,Distance Max,0%,110%,110%
15154,fruit,Mask2Former,True,True,4,Distance Max,5%,90%,90%
15155,fruit,Mask2Former,True,True,4,Distance Max,5%,90%,100%
15156,fruit,Mask2Former,True,True,4,Distance Max,5%,90%,110%
15157,fruit,Mask2Former,True,True,4,Distance Max,5%,100%,90%
15158,fruit,Mask2Former,True,True,4,Distance Max,5%,100%,100%
15159,fruit,Mask2Former,True,True,4,Distance Max,5%,100%,110%
15160,fruit,Mask2Former,True,True,4,Distance Max,5%,110%,90%
15161,fruit,Mask2Former,True,True,4,Distance Max,5%,110%,100%
15162,fruit,Mask2Former,True,True,4,Distance Max,5%,110%,110%
15163,fruit,Mask2Former,True,True,4,Distance Max,10%,90%,90%
15164,fruit,Mask2Former,True,True,4,Distance Max,10%,90%,100%
15165,fruit,Mask2Former,True,True,4,Distance Max,10%,90%,110%
15166,fruit,Mask2Former,True,True,4,Distance Max,10%,100%,90%
15167,fruit,Mask2Former,True,True,4,Distance Max,10%,100%,100%
15168,fruit,Mask2Former,True,True,4,Distance Max,10%,100%,110%
15169,fruit,Mask2Former,True,True,4,Distance Max,10%,110%,90%
15170,fruit,Mask2Former,True,True,4,Distance Max,10%,110%,100%
15171,fruit,Mask2Former,True,True,4,Distance Max,10%,110%,110%
15172,fruit,Mask2Former,True,True,4,Distance Max,15%,90%,90%
15173,fruit,Mask2Former,True,True,4,Distance Max,15%,90%,100%
15174,fruit,Mask2Former,True,True,4,Distance Max,15%,90%,110%
15175,fruit,Mask2Former,True,True,4,Distance Max,15%,100%,90%
15176,fruit,Mask2Former,True,True,4,Distance Max,15%,100%,100%
15177,fruit,Mask2Former,True,True,4,Distance Max,15%,100%,110%
15178,fruit,Mask2Former,True,True,4,Distance Max,15%,110%,90%
15179,fruit,Mask2Former,True,True,4,Distance Max,15%,110%,100%
15180,fruit,Mask2Former,True,True,4,Distance Max,15%,110%,110%
15181,fruit,Mask2Former,True,True,4,Voronoi,0%,90%,90%
15182,fruit,Mask2Former,True,True,4,Voronoi,0%,90%,100%
15183,fruit,Mask2Former,True,True,4,Voronoi,0%,90%,110%
15184,fruit,Mask2Former,True,True,4,Voronoi,0%,100%,90%
15185,fruit,Mask2Former,True,True,4,Voronoi,0%,100%,100%
15186,fruit,Mask2Former,True,True,4,Voronoi,0%,100%,110%
15187,fruit,Mask2Former,True,True,4,Voronoi,0%,110%,90%
15188,fruit,Mask2Former,True,True,4,Voronoi,0%,110%,100%
15189,fruit,Mask2Former,True,True,4,Voronoi,0%,110%,110%
15190,fruit,Mask2Former,True,True,4,Voronoi,5%,90%,90%
15191,fruit,Mask2Former,True,True,4,Voronoi,5%,90%,100%
15192,fruit,Mask2Former,True,True,4,Voronoi,5%,90%,110%
15193,fruit,Mask2Former,True,True,4,Voronoi,5%,100%,90%
15194,fruit,Mask2Former,True,True,4,Voronoi,5%,100%,100%
15195,fruit,Mask2Former,True,True,4,Voronoi,5%,100%,110%
15196,fruit,Mask2Former,True,True,4,Voronoi,5%,110%,90%
15197,fruit,Mask2Former,True,True,4,Voronoi,5%,110%,100%
15198,fruit,Mask2Former,True,True,4,Voronoi,5%,110%,110%
15199,fruit,Mask2Former,True,True,4,Voronoi,10%,90%,90%
15200,fruit,Mask2Former,True,True,4,Voronoi,10%,90%,100%
15201,fruit,Mask2Former,True,True,4,Voronoi,10%,90%,110%
15202,fruit,Mask2Former,True,True,4,Voronoi,10%,100%,90%
15203,fruit,Mask2Former,True,True,4,Voronoi,10%,100%,100%
15204,fruit,Mask2Former,True,True,4,Voronoi,10%,100%,110%
15205,fruit,Mask2Former,True,True,4,Voronoi,10%,110%,90%
15206,fruit,Mask2Former,True,True,4,Voronoi,10%,110%,100%
15207,fruit,Mask2Former,True,True,4,Voronoi,10%,110%,110%
15208,fruit,Mask2Former,True,True,4,Voronoi,15%,90%,90%
15209,fruit,Mask2Former,True,True,4,Voronoi,15%,90%,100%
15210,fruit,Mask2Former,True,True,4,Voronoi,15%,90%,110%
15211,fruit,Mask2Former,True,True,4,Voronoi,15%,100%,90%
15212,fruit,Mask2Former,True,True,4,Voronoi,15%,100%,100%
15213,fruit,Mask2Former,True,True,4,Voronoi,15%,100%,110%
15214,fruit,Mask2Former,True,True,4,Voronoi,15%,110%,90%
15215,fruit,Mask2Former,True,True,4,Voronoi,15%,110%,100%
15216,fruit,Mask2Former,True,True,4,Voronoi,15%,110%,110%
15217,fruit,Mask2Former,True,True,5,Random,0%,90%,90%
15218,fruit,Mask2Former,True,True,5,Random,0%,90%,100%
15219,fruit,Mask2Former,True,True,5,Random,0%,90%,110%
15220,fruit,Mask2Former,True,True,5,Random,0%,100%,90%
15221,fruit,Mask2Former,True,True,5,Random,0%,100%,100%
15222,fruit,Mask2Former,True,True,5,Random,0%,100%,110%
15223,fruit,Mask2Former,True,True,5,Random,0%,110%,90%
15224,fruit,Mask2Former,True,True,5,Random,0%,110%,100%
15225,fruit,Mask2Former,True,True,5,Random,0%,110%,110%
15226,fruit,Mask2Former,True,True,5,Random,5%,90%,90%
15227,fruit,Mask2Former,True,True,5,Random,5%,90%,100%
15228,fruit,Mask2Former,True,True,5,Random,5%,90%,110%
15229,fruit,Mask2Former,True,True,5,Random,5%,100%,90%
15230,fruit,Mask2Former,True,True,5,Random,5%,100%,100%
15231,fruit,Mask2Former,True,True,5,Random,5%,100%,110%
15232,fruit,Mask2Former,True,True,5,Random,5%,110%,90%
15233,fruit,Mask2Former,True,True,5,Random,5%,110%,100%
15234,fruit,Mask2Former,True,True,5,Random,5%,110%,110%
15235,fruit,Mask2Former,True,True,5,Random,10%,90%,90%
15236,fruit,Mask2Former,True,True,5,Random,10%,90%,100%
15237,fruit,Mask2Former,True,True,5,Random,10%,90%,110%
15238,fruit,Mask2Former,True,True,5,Random,10%,100%,90%
15239,fruit,Mask2Former,True,True,5,Random,10%,100%,100%
15240,fruit,Mask2Former,True,True,5,Random,10%,100%,110%
15241,fruit,Mask2Former,True,True,5,Random,10%,110%,90%
15242,fruit,Mask2Former,True,True,5,Random,10%,110%,100%
15243,fruit,Mask2Former,True,True,5,Random,10%,110%,110%
15244,fruit,Mask2Former,True,True,5,Random,15%,90%,90%
15245,fruit,Mask2Former,True,True,5,Random,15%,90%,100%
15246,fruit,Mask2Former,True,True,5,Random,15%,90%,110%
15247,fruit,Mask2Former,True,True,5,Random,15%,100%,90%
15248,fruit,Mask2Former,True,True,5,Random,15%,100%,100%
15249,fruit,Mask2Former,True,True,5,Random,15%,100%,110%
15250,fruit,Mask2Former,True,True,5,Random,15%,110%,90%
15251,fruit,Mask2Former,True,True,5,Random,15%,110%,100%
15252,fruit,Mask2Former,True,True,5,Random,15%,110%,110%
15253,fruit,Mask2Former,True,True,5,Distance Max,0%,90%,90%
15254,fruit,Mask2Former,True,True,5,Distance Max,0%,90%,100%
15255,fruit,Mask2Former,True,True,5,Distance Max,0%,90%,110%
15256,fruit,Mask2Former,True,True,5,Distance Max,0%,100%,90%
15257,fruit,Mask2Former,True,True,5,Distance Max,0%,100%,100%
15258,fruit,Mask2Former,True,True,5,Distance Max,0%,100%,110%
15259,fruit,Mask2Former,True,True,5,Distance Max,0%,110%,90%
15260,fruit,Mask2Former,True,True,5,Distance Max,0%,110%,100%
15261,fruit,Mask2Former,True,True,5,Distance Max,0%,110%,110%
15262,fruit,Mask2Former,True,True,5,Distance Max,5%,90%,90%
15263,fruit,Mask2Former,True,True,5,Distance Max,5%,90%,100%
15264,fruit,Mask2Former,True,True,5,Distance Max,5%,90%,110%
15265,fruit,Mask2Former,True,True,5,Distance Max,5%,100%,90%
15266,fruit,Mask2Former,True,True,5,Distance Max,5%,100%,100%
15267,fruit,Mask2Former,True,True,5,Distance Max,5%,100%,110%
15268,fruit,Mask2Former,True,True,5,Distance Max,5%,110%,90%
15269,fruit,Mask2Former,True,True,5,Distance Max,5%,110%,100%
15270,fruit,Mask2Former,True,True,5,Distance Max,5%,110%,110%
15271,fruit,Mask2Former,True,True,5,Distance Max,10%,90%,90%
15272,fruit,Mask2Former,True,True,5,Distance Max,10%,90%,100%
15273,fruit,Mask2Former,True,True,5,Distance Max,10%,90%,110%
15274,fruit,Mask2Former,True,True,5,Distance Max,10%,100%,90%
15275,fruit,Mask2Former,True,True,5,Distance Max,10%,100%,100%
15276,fruit,Mask2Former,True,True,5,Distance Max,10%,100%,110%
15277,fruit,Mask2Former,True,True,5,Distance Max,10%,110%,90%
15278,fruit,Mask2Former,True,True,5,Distance Max,10%,110%,100%
15279,fruit,Mask2Former,True,True,5,Distance Max,10%,110%,110%
15280,fruit,Mask2Former,True,True,5,Distance Max,15%,90%,90%
15281,fruit,Mask2Former,True,True,5,Distance Max,15%,90%,100%
15282,fruit,Mask2Former,True,True,5,Distance Max,15%,90%,110%
15283,fruit,Mask2Former,True,True,5,Distance Max,15%,100%,90%
15284,fruit,Mask2Former,True,True,5,Distance Max,15%,100%,100%
15285,fruit,Mask2Former,True,True,5,Distance Max,15%,100%,110%
15286,fruit,Mask2Former,True,True,5,Distance Max,15%,110%,90%
15287,fruit,Mask2Former,True,True,5,Distance Max,15%,110%,100%
15288,fruit,Mask2Former,True,True,5,Distance Max,15%,110%,110%
15289,fruit,Mask2Former,True,True,5,Voronoi,0%,90%,90%
15290,fruit,Mask2Former,True,True,5,Voronoi,0%,90%,100%
15291,fruit,Mask2Former,True,True,5,Voronoi,0%,90%,110%
15292,fruit,Mask2Former,True,True,5,Voronoi,0%,100%,90%
15293,fruit,Mask2Former,True,True,5,Voronoi,0%,100%,100%
15294,fruit,Mask2Former,True,True,5,Voronoi,0%,100%,110%
15295,fruit,Mask2Former,True,True,5,Voronoi,0%,110%,90%
15296,fruit,Mask2Former,True,True,5,Voronoi,0%,110%,100%
15297,fruit,Mask2Former,True,True,5,Voronoi,0%,110%,110%
15298,fruit,Mask2Former,True,True,5,Voronoi,5%,90%,90%
15299,fruit,Mask2Former,True,True,5,Voronoi,5%,90%,100%
15300,fruit,Mask2Former,True,True,5,Voronoi,5%,90%,110%
15301,fruit,Mask2Former,True,True,5,Voronoi,5%,100%,90%
15302,fruit,Mask2Former,True,True,5,Voronoi,5%,100%,100%
15303,fruit,Mask2Former,True,True,5,Voronoi,5%,100%,110%
15304,fruit,Mask2Former,True,True,5,Voronoi,5%,110%,90%
15305,fruit,Mask2Former,True,True,5,Voronoi,5%,110%,100%
15306,fruit,Mask2Former,True,True,5,Voronoi,5%,110%,110%
15307,fruit,Mask2Former,True,True,5,Voronoi,10%,90%,90%
15308,fruit,Mask2Former,True,True,5,Voronoi,10%,90%,100%
15309,fruit,Mask2Former,True,True,5,Voronoi,10%,90%,110%
15310,fruit,Mask2Former,True,True,5,Voronoi,10%,100%,90%
15311,fruit,Mask2Former,True,True,5,Voronoi,10%,100%,100%
15312,fruit,Mask2Former,True,True,5,Voronoi,10%,100%,110%
15313,fruit,Mask2Former,True,True,5,Voronoi,10%,110%,90%
15314,fruit,Mask2Former,True,True,5,Voronoi,10%,110%,100%
15315,fruit,Mask2Former,True,True,5,Voronoi,10%,110%,110%
15316,fruit,Mask2Former,True,True,5,Voronoi,15%,90%,90%
15317,fruit,Mask2Former,True,True,5,Voronoi,15%,90%,100%
15318,fruit,Mask2Former,True,True,5,Voronoi,15%,90%,110%
15319,fruit,Mask2Former,True,True,5,Voronoi,15%,100%,90%
15320,fruit,Mask2Former,True,True,5,Voronoi,15%,100%,100%
15321,fruit,Mask2Former,True,True,5,Voronoi,15%,100%,110%
15322,fruit,Mask2Former,True,True,5,Voronoi,15%,110%,90%
15323,fruit,Mask2Former,True,True,5,Voronoi,15%,110%,100%
15324,fruit,Mask2Former,True,True,5,Voronoi,15%,110%,110%
15325,fruit,Mask2Former,True,True,6,Random,0%,90%,90%
15326,fruit,Mask2Former,True,True,6,Random,0%,90%,100%
15327,fruit,Mask2Former,True,True,6,Random,0%,90%,110%
15328,fruit,Mask2Former,True,True,6,Random,0%,100%,90%
15329,fruit,Mask2Former,True,True,6,Random,0%,100%,100%
15330,fruit,Mask2Former,True,True,6,Random,0%,100%,110%
15331,fruit,Mask2Former,True,True,6,Random,0%,110%,90%
15332,fruit,Mask2Former,True,True,6,Random,0%,110%,100%
15333,fruit,Mask2Former,True,True,6,Random,0%,110%,110%
15334,fruit,Mask2Former,True,True,6,Random,5%,90%,90%
15335,fruit,Mask2Former,True,True,6,Random,5%,90%,100%
15336,fruit,Mask2Former,True,True,6,Random,5%,90%,110%
15337,fruit,Mask2Former,True,True,6,Random,5%,100%,90%
15338,fruit,Mask2Former,True,True,6,Random,5%,100%,100%
15339,fruit,Mask2Former,True,True,6,Random,5%,100%,110%
15340,fruit,Mask2Former,True,True,6,Random,5%,110%,90%
15341,fruit,Mask2Former,True,True,6,Random,5%,110%,100%
15342,fruit,Mask2Former,True,True,6,Random,5%,110%,110%
15343,fruit,Mask2Former,True,True,6,Random,10%,90%,90%
15344,fruit,Mask2Former,True,True,6,Random,10%,90%,100%
15345,fruit,Mask2Former,True,True,6,Random,10%,90%,110%
15346,fruit,Mask2Former,True,True,6,Random,10%,100%,90%
15347,fruit,Mask2Former,True,True,6,Random,10%,100%,100%
15348,fruit,Mask2Former,True,True,6,Random,10%,100%,110%
15349,fruit,Mask2Former,True,True,6,Random,10%,110%,90%
15350,fruit,Mask2Former,True,True,6,Random,10%,110%,100%
15351,fruit,Mask2Former,True,True,6,Random,10%,110%,110%
15352,fruit,Mask2Former,True,True,6,Random,15%,90%,90%
15353,fruit,Mask2Former,True,True,6,Random,15%,90%,100%
15354,fruit,Mask2Former,True,True,6,Random,15%,90%,110%
15355,fruit,Mask2Former,True,True,6,Random,15%,100%,90%
15356,fruit,Mask2Former,True,True,6,Random,15%,100%,100%
15357,fruit,Mask2Former,True,True,6,Random,15%,100%,110%
15358,fruit,Mask2Former,True,True,6,Random,15%,110%,90%
15359,fruit,Mask2Former,True,True,6,Random,15%,110%,100%
15360,fruit,Mask2Former,True,True,6,Random,15%,110%,110%
15361,fruit,Mask2Former,True,True,6,Distance Max,0%,90%,90%
15362,fruit,Mask2Former,True,True,6,Distance Max,0%,90%,100%
15363,fruit,Mask2Former,True,True,6,Distance Max,0%,90%,110%
15364,fruit,Mask2Former,True,True,6,Distance Max,0%,100%,90%
15365,fruit,Mask2Former,True,True,6,Distance Max,0%,100%,100%
15366,fruit,Mask2Former,True,True,6,Distance Max,0%,100%,110%
15367,fruit,Mask2Former,True,True,6,Distance Max,0%,110%,90%
15368,fruit,Mask2Former,True,True,6,Distance Max,0%,110%,100%
15369,fruit,Mask2Former,True,True,6,Distance Max,0%,110%,110%
15370,fruit,Mask2Former,True,True,6,Distance Max,5%,90%,90%
15371,fruit,Mask2Former,True,True,6,Distance Max,5%,90%,100%
15372,fruit,Mask2Former,True,True,6,Distance Max,5%,90%,110%
15373,fruit,Mask2Former,True,True,6,Distance Max,5%,100%,90%
15374,fruit,Mask2Former,True,True,6,Distance Max,5%,100%,100%
15375,fruit,Mask2Former,True,True,6,Distance Max,5%,100%,110%
15376,fruit,Mask2Former,True,True,6,Distance Max,5%,110%,90%
15377,fruit,Mask2Former,True,True,6,Distance Max,5%,110%,100%
15378,fruit,Mask2Former,True,True,6,Distance Max,5%,110%,110%
15379,fruit,Mask2Former,True,True,6,Distance Max,10%,90%,90%
15380,fruit,Mask2Former,True,True,6,Distance Max,10%,90%,100%
15381,fruit,Mask2Former,True,True,6,Distance Max,10%,90%,110%
15382,fruit,Mask2Former,True,True,6,Distance Max,10%,100%,90%
15383,fruit,Mask2Former,True,True,6,Distance Max,10%,100%,100%
15384,fruit,Mask2Former,True,True,6,Distance Max,10%,100%,110%
15385,fruit,Mask2Former,True,True,6,Distance Max,10%,110%,90%
15386,fruit,Mask2Former,True,True,6,Distance Max,10%,110%,100%
15387,fruit,Mask2Former,True,True,6,Distance Max,10%,110%,110%
15388,fruit,Mask2Former,True,True,6,Distance Max,15%,90%,90%
15389,fruit,Mask2Former,True,True,6,Distance Max,15%,90%,100%
15390,fruit,Mask2Former,True,True,6,Distance Max,15%,90%,110%
15391,fruit,Mask2Former,True,True,6,Distance Max,15%,100%,90%
15392,fruit,Mask2Former,True,True,6,Distance Max,15%,100%,100%
15393,fruit,Mask2Former,True,True,6,Distance Max,15%,100%,110%
15394,fruit,Mask2Former,True,True,6,Distance Max,15%,110%,90%
15395,fruit,Mask2Former,True,True,6,Distance Max,15%,110%,100%
15396,fruit,Mask2Former,True,True,6,Distance Max,15%,110%,110%
15397,fruit,Mask2Former,True,True,6,Voronoi,0%,90%,90%
15398,fruit,Mask2Former,True,True,6,Voronoi,0%,90%,100%
15399,fruit,Mask2Former,True,True,6,Voronoi,0%,90%,110%
15400,fruit,Mask2Former,True,True,6,Voronoi,0%,100%,90%
15401,fruit,Mask2Former,True,True,6,Voronoi,0%,100%,100%
15402,fruit,Mask2Former,True,True,6,Voronoi,0%,100%,110%
15403,fruit,Mask2Former,True,True,6,Voronoi,0%,110%,90%
15404,fruit,Mask2Former,True,True,6,Voronoi,0%,110%,100%
15405,fruit,Mask2Former,True,True,6,Voronoi,0%,110%,110%
15406,fruit,Mask2Former,True,True,6,Voronoi,5%,90%,90%
15407,fruit,Mask2Former,True,True,6,Voronoi,5%,90%,100%
15408,fruit,Mask2Former,True,True,6,Voronoi,5%,90%,110%
15409,fruit,Mask2Former,True,True,6,Voronoi,5%,100%,90%
15410,fruit,Mask2Former,True,True,6,Voronoi,5%,100%,100%
15411,fruit,Mask2Former,True,True,6,Voronoi,5%,100%,110%
15412,fruit,Mask2Former,True,True,6,Voronoi,5%,110%,90%
15413,fruit,Mask2Former,True,True,6,Voronoi,5%,110%,100%
15414,fruit,Mask2Former,True,True,6,Voronoi,5%,110%,110%
15415,fruit,Mask2Former,True,True,6,Voronoi,10%,90%,90%
15416,fruit,Mask2Former,True,True,6,Voronoi,10%,90%,100%
15417,fruit,Mask2Former,True,True,6,Voronoi,10%,90%,110%
15418,fruit,Mask2Former,True,True,6,Voronoi,10%,100%,90%
15419,fruit,Mask2Former,True,True,6,Voronoi,10%,100%,100%
15420,fruit,Mask2Former,True,True,6,Voronoi,10%,100%,110%
15421,fruit,Mask2Former,True,True,6,Voronoi,10%,110%,90%
15422,fruit,Mask2Former,True,True,6,Voronoi,10%,110%,100%
15423,fruit,Mask2Former,True,True,6,Voronoi,10%,110%,110%
15424,fruit,Mask2Former,True,True,6,Voronoi,15%,90%,90%
15425,fruit,Mask2Former,True,True,6,Voronoi,15%,90%,100%
15426,fruit,Mask2Former,True,True,6,Voronoi,15%,90%,110%
15427,fruit,Mask2Former,True,True,6,Voronoi,15%,100%,90%
15428,fruit,Mask2Former,True,True,6,Voronoi,15%,100%,100%
15429,fruit,Mask2Former,True,True,6,Voronoi,15%,100%,110%
15430,fruit,Mask2Former,True,True,6,Voronoi,15%,110%,90%
15431,fruit,Mask2Former,True,True,6,Voronoi,15%,110%,100%
15432,fruit,Mask2Former,True,True,6,Voronoi,15%,110%,110%
15433,fruit,Mask2Former,True,True,7,Random,0%,90%,90%
15434,fruit,Mask2Former,True,True,7,Random,0%,90%,100%
15435,fruit,Mask2Former,True,True,7,Random,0%,90%,110%
15436,fruit,Mask2Former,True,True,7,Random,0%,100%,90%
15437,fruit,Mask2Former,True,True,7,Random,0%,100%,100%
15438,fruit,Mask2Former,True,True,7,Random,0%,100%,110%
15439,fruit,Mask2Former,True,True,7,Random,0%,110%,90%
15440,fruit,Mask2Former,True,True,7,Random,0%,110%,100%
15441,fruit,Mask2Former,True,True,7,Random,0%,110%,110%
15442,fruit,Mask2Former,True,True,7,Random,5%,90%,90%
15443,fruit,Mask2Former,True,True,7,Random,5%,90%,100%
15444,fruit,Mask2Former,True,True,7,Random,5%,90%,110%
15445,fruit,Mask2Former,True,True,7,Random,5%,100%,90%
15446,fruit,Mask2Former,True,True,7,Random,5%,100%,100%
15447,fruit,Mask2Former,True,True,7,Random,5%,100%,110%
15448,fruit,Mask2Former,True,True,7,Random,5%,110%,90%
15449,fruit,Mask2Former,True,True,7,Random,5%,110%,100%
15450,fruit,Mask2Former,True,True,7,Random,5%,110%,110%
15451,fruit,Mask2Former,True,True,7,Random,10%,90%,90%
15452,fruit,Mask2Former,True,True,7,Random,10%,90%,100%
15453,fruit,Mask2Former,True,True,7,Random,10%,90%,110%
15454,fruit,Mask2Former,True,True,7,Random,10%,100%,90%
15455,fruit,Mask2Former,True,True,7,Random,10%,100%,100%
15456,fruit,Mask2Former,True,True,7,Random,10%,100%,110%
15457,fruit,Mask2Former,True,True,7,Random,10%,110%,90%
15458,fruit,Mask2Former,True,True,7,Random,10%,110%,100%
15459,fruit,Mask2Former,True,True,7,Random,10%,110%,110%
15460,fruit,Mask2Former,True,True,7,Random,15%,90%,90%
15461,fruit,Mask2Former,True,True,7,Random,15%,90%,100%
15462,fruit,Mask2Former,True,True,7,Random,15%,90%,110%
15463,fruit,Mask2Former,True,True,7,Random,15%,100%,90%
15464,fruit,Mask2Former,True,True,7,Random,15%,100%,100%
15465,fruit,Mask2Former,True,True,7,Random,15%,100%,110%
15466,fruit,Mask2Former,True,True,7,Random,15%,110%,90%
15467,fruit,Mask2Former,True,True,7,Random,15%,110%,100%
15468,fruit,Mask2Former,True,True,7,Random,15%,110%,110%
15469,fruit,Mask2Former,True,True,7,Distance Max,0%,90%,90%
15470,fruit,Mask2Former,True,True,7,Distance Max,0%,90%,100%
15471,fruit,Mask2Former,True,True,7,Distance Max,0%,90%,110%
15472,fruit,Mask2Former,True,True,7,Distance Max,0%,100%,90%
15473,fruit,Mask2Former,True,True,7,Distance Max,0%,100%,100%
15474,fruit,Mask2Former,True,True,7,Distance Max,0%,100%,110%
15475,fruit,Mask2Former,True,True,7,Distance Max,0%,110%,90%
15476,fruit,Mask2Former,True,True,7,Distance Max,0%,110%,100%
15477,fruit,Mask2Former,True,True,7,Distance Max,0%,110%,110%
15478,fruit,Mask2Former,True,True,7,Distance Max,5%,90%,90%
15479,fruit,Mask2Former,True,True,7,Distance Max,5%,90%,100%
15480,fruit,Mask2Former,True,True,7,Distance Max,5%,90%,110%
15481,fruit,Mask2Former,True,True,7,Distance Max,5%,100%,90%
15482,fruit,Mask2Former,True,True,7,Distance Max,5%,100%,100%
15483,fruit,Mask2Former,True,True,7,Distance Max,5%,100%,110%
15484,fruit,Mask2Former,True,True,7,Distance Max,5%,110%,90%
15485,fruit,Mask2Former,True,True,7,Distance Max,5%,110%,100%
15486,fruit,Mask2Former,True,True,7,Distance Max,5%,110%,110%
15487,fruit,Mask2Former,True,True,7,Distance Max,10%,90%,90%
15488,fruit,Mask2Former,True,True,7,Distance Max,10%,90%,100%
15489,fruit,Mask2Former,True,True,7,Distance Max,10%,90%,110%
15490,fruit,Mask2Former,True,True,7,Distance Max,10%,100%,90%
15491,fruit,Mask2Former,True,True,7,Distance Max,10%,100%,100%
15492,fruit,Mask2Former,True,True,7,Distance Max,10%,100%,110%
15493,fruit,Mask2Former,True,True,7,Distance Max,10%,110%,90%
15494,fruit,Mask2Former,True,True,7,Distance Max,10%,110%,100%
15495,fruit,Mask2Former,True,True,7,Distance Max,10%,110%,110%
15496,fruit,Mask2Former,True,True,7,Distance Max,15%,90%,90%
15497,fruit,Mask2Former,True,True,7,Distance Max,15%,90%,100%
15498,fruit,Mask2Former,True,True,7,Distance Max,15%,90%,110%
15499,fruit,Mask2Former,True,True,7,Distance Max,15%,100%,90%
15500,fruit,Mask2Former,True,True,7,Distance Max,15%,100%,100%
15501,fruit,Mask2Former,True,True,7,Distance Max,15%,100%,110%
15502,fruit,Mask2Former,True,True,7,Distance Max,15%,110%,90%
15503,fruit,Mask2Former,True,True,7,Distance Max,15%,110%,100%
15504,fruit,Mask2Former,True,True,7,Distance Max,15%,110%,110%
15505,fruit,Mask2Former,True,True,7,Voronoi,0%,90%,90%
15506,fruit,Mask2Former,True,True,7,Voronoi,0%,90%,100%
15507,fruit,Mask2Former,True,True,7,Voronoi,0%,90%,110%
15508,fruit,Mask2Former,True,True,7,Voronoi,0%,100%,90%
15509,fruit,Mask2Former,True,True,7,Voronoi,0%,100%,100%
15510,fruit,Mask2Former,True,True,7,Voronoi,0%,100%,110%
15511,fruit,Mask2Former,True,True,7,Voronoi,0%,110%,90%
15512,fruit,Mask2Former,True,True,7,Voronoi,0%,110%,100%
15513,fruit,Mask2Former,True,True,7,Voronoi,0%,110%,110%
15514,fruit,Mask2Former,True,True,7,Voronoi,5%,90%,90%
15515,fruit,Mask2Former,True,True,7,Voronoi,5%,90%,100%
15516,fruit,Mask2Former,True,True,7,Voronoi,5%,90%,110%
15517,fruit,Mask2Former,True,True,7,Voronoi,5%,100%,90%
15518,fruit,Mask2Former,True,True,7,Voronoi,5%,100%,100%
15519,fruit,Mask2Former,True,True,7,Voronoi,5%,100%,110%
15520,fruit,Mask2Former,True,True,7,Voronoi,5%,110%,90%
15521,fruit,Mask2Former,True,True,7,Voronoi,5%,110%,100%
15522,fruit,Mask2Former,True,True,7,Voronoi,5%,110%,110%
15523,fruit,Mask2Former,True,True,7,Voronoi,10%,90%,90%
15524,fruit,Mask2Former,True,True,7,Voronoi,10%,90%,100%
15525,fruit,Mask2Former,True,True,7,Voronoi,10%,90%,110%
15526,fruit,Mask2Former,True,True,7,Voronoi,10%,100%,90%
15527,fruit,Mask2Former,True,True,7,Voronoi,10%,100%,100%
15528,fruit,Mask2Former,True,True,7,Voronoi,10%,100%,110%
15529,fruit,Mask2Former,True,True,7,Voronoi,10%,110%,90%
15530,fruit,Mask2Former,True,True,7,Voronoi,10%,110%,100%
15531,fruit,Mask2Former,True,True,7,Voronoi,10%,110%,110%
15532,fruit,Mask2Former,True,True,7,Voronoi,15%,90%,90%
15533,fruit,Mask2Former,True,True,7,Voronoi,15%,90%,100%
15534,fruit,Mask2Former,True,True,7,Voronoi,15%,90%,110%
15535,fruit,Mask2Former,True,True,7,Voronoi,15%,100%,90%
15536,fruit,Mask2Former,True,True,7,Voronoi,15%,100%,100%
15537,fruit,Mask2Former,True,True,7,Voronoi,15%,100%,110%
15538,fruit,Mask2Former,True,True,7,Voronoi,15%,110%,90%
15539,fruit,Mask2Former,True,True,7,Voronoi,15%,110%,100%
15540,fruit,Mask2Former,True,True,7,Voronoi,15%,110%,110%
15541,fruit,Mask2Former,True,False,1,Random,0%,90%,N/A
15542,fruit,Mask2Former,True,False,1,Random,0%,100%,N/A
15543,fruit,Mask2Former,True,False,1,Random,0%,110%,N/A
15544,fruit,Mask2Former,True,False,1,Random,5%,90%,N/A
15545,fruit,Mask2Former,True,False,1,Random,5%,100%,N/A
15546,fruit,Mask2Former,True,False,1,Random,5%,110%,N/A
15547,fruit,Mask2Former,True,False,1,Random,10%,90%,N/A
15548,fruit,Mask2Former,True,False,1,Random,10%,100%,N/A
15549,fruit,Mask2Former,True,False,1,Random,10%,110%,N/A
15550,fruit,Mask2Former,True,False,1,Random,15%,90%,N/A
